system:index,altitude,carbon_density,distance_any,distance_buffer,distance_dep,distance_nac,distance_parks,distance_vec,distance_villages,first,landform,latitude,longitude,lossyear,offset,price_after,price_before,price_dif,scale,slope,.geo
2_2115,259,87.77679,3213,0,39290,3213,9576,6565,3254,1,24,-12.922714519701378,-69.99987104208755,1,139.5,1160.1,1266.4,-106.30000000000018,-11.0,1.3285842,
2_2116,254,90.859085,1718,0,40356,1718,10577,6556,2248,1,24,-12.911934736291943,-69.98998957396223,0,55.5,1160.1,1266.4,-106.30000000000018,8.4,0.47576442,
2_2117,508,94.82448,6410,6830,6504,18047,11612,7025,3739,1,21,-13.016139309249809,-70.5918608143223,0,59.5,1160.1,1266.4,-106.30000000000018,-5.9,9.301598,
2_2118,249,85.82659,1338,0,45376,1338,11024,11095,2069,1,24,-12.913731366860183,-69.94417549447213,1,-21.0,1160.1,1266.4,-106.30000000000018,14.8,1.3285584,
2_2119,241,89.83641,13079,311,43796,13079,0,17355,13881,1,42,-13.021529200954525,-69.97381989884808,0,-9.0,1160.1,1266.4,-106.30000000000018,7.4,4.0185676,
2_2120,247,100.895874,13584,417,47359,13584,0,20507,15314,1,21,-13.035902245500438,-69.93968391805153,1,1.0,1160.1,1266.4,-106.30000000000018,-0.2,0.664536,
2_2121,247,102.962234,14375,787,48407,14375,0,21029,16339,1,21,-13.043987083057512,-69.9289041346421,1,0.0,1160.1,1266.4,-106.30000000000018,0.0,2.7547967,
2_2122,302,9.030044,835,0,10869,835,21878,4575,20390,1,31,-12.939782510099649,-70.26307742033457,0,0.5,1160.1,1266.4,-106.30000000000018,11.4,9.2430935,
2_2123,249,32.32497,13084,0,45655,13084,278,18801,14375,1,31,-13.027817407943362,-69.9567519084498,0,34.0,1160.1,1266.4,-106.30000000000018,11.8,1.9588888,
2_2124,270,66.60158,8288,0,8288,32379,8059,3439,12658,1,21,-12.691847491682662,-70.48316466494384,0,145.0,1160.1,1266.4,-106.30000000000018,-24.6,6.028915,
2_2125,294,28.940691,17021,598,17021,26413,9944,196,17747,1,21,-12.826594784300589,-70.53706358199102,0,74.5,1160.1,1266.4,-106.30000000000018,-11.2,2.996571,
2_2126,236,69.69706,26384,26309,32464,26384,40630,14122,6746,1,24,-12.641541835771967,-70.09060088578362,0,-58.5,1160.1,1266.4,-106.30000000000018,35.2,1.3909631,
